;;;;;;;;;;;;;;;;;;;
Encuesta;Periodo;Indicadores;Nacional;Área;;Sexo;;;;;;;;;;;;;
;;;Total;Urbana;Rural;Hombre;Mujer;;;;;;;;;;;;
ENEMDU*;ene-24;Población menor de 15 años; 5.350.758 ; 3.447.872 ; 1.902.886 ; 2.623.372 ; 2.727.386 ;;;;;;;;;;;;
ENEMDU*;ene-24;Población en Edad de Trabajar (PET); 13.144.199 ; 9.160.885 ; 3.983.314 ; 6.428.783 ; 6.715.416 ;;;;;;;;;;;;
ENEMDU*;ene-24;Población Económicamente Activa; 8.547.591 ; 5.510.812 ; 3.036.779 ; 5.035.426 ; 3.512.165 ;;;;;;;;;;;;
ENEMDU*;ene-24;Empleo; 8.212.170 ; 5.213.936 ; 2.998.234 ; 4.857.926 ; 3.354.244 ;;;;;;;;;;;;
ENEMDU*;ene-24;Empleo Adecuado/Pleno; 2.970.116 ; 2.431.608 ; 538.508 ; 2.009.140 ; 960.976 ;;;;;;;;;;;;
ENEMDU*;ene-24;Subempleo; 1.747.815 ; 1.174.559 ; 573.257 ; 1.148.186 ; 599.630 ;;;;;;;;;;;;
ENEMDU*;ene-24;Subempleo por insuficiencia de tiempo de trabajo; 1.655.058 ; 1.119.732 ; 535.326 ; 1.075.730 ; 579.328 ;;;;;;;;;;;;
ENEMDU*;ene-24;Subempleo por insuficiencia de ingresos; 92.757 ; 54.827 ; 37.930 ; 72.456 ; 20.301 ;;;;;;;;;;;;
ENEMDU*;ene-24;Empleo no remunerado; 1.034.446 ; 244.608 ; 789.838 ; 371.403 ; 663.042 ;;;;;;;;;;;;
ENEMDU*;ene-24;Otro Empleo no pleno; 2.447.174 ; 1.351.194 ; 1.095.980 ; 1.321.742 ; 1.125.432 ;;;;;;;;;;;;
ENEMDU*;ene-24;Empleo no clasificado; 12.619 ; 11.968 ; 651 ; 7.454 ; 5.165 ;;;;;;;;;;;;
ENEMDU*;ene-24;Desempleo; 335.421 ; 296.876 ; 38.545 ; 177.500 ; 157.921 ;;;;;;;;;;;;
ENEMDU*;ene-24;Desempleo Abierto; 308.063 ; 271.390 ; 36.673 ; 163.108 ; 144.955 ;;;;;;;;;;;;
ENEMDU*;ene-24;Desempleo Oculto; 27.358 ; 25.486 ; 1.872 ; 14.392 ; 12.966 ;;;;;;;;;;;;
ENEMDU*;ene-24;Desempleo Cesante; 244.556 ; 213.158 ; 31.397 ; 141.693 ; 102.862 ;;;;;;;;;;;;
ENEMDU*;ene-24;Desempleo Nuevo; 90.865 ; 83.717 ; 7.148 ; 35.807 ; 55.058 ;;;;;;;;;;;;
ENEMDU*;ene-24;Población Económicamente Inactiva; 4.596.608 ; 3.650.073 ; 946.535 ; 1.393.357 ; 3.203.251 ;;;;;;;;;;;;
ENEMDU*;feb-24;Población Total; 18.515.953 ; 12.623.092 ; 5.892.861 ; 9.062.440 ; 9.453.513 ;;;;;;;;;;;;
ENEMDU*;feb-24;Población menor de 15 años; 5.356.842 ; 3.451.784 ; 1.905.058 ; 2.626.349 ; 2.730.493 ;;;;;;;;;;;;
ENEMDU*;feb-24;Población en Edad de Trabajar (PET); 13.159.111 ; 9.171.308 ; 3.987.803 ; 6.436.091 ; 6.723.020 ;;;;;;;;;;;;
ENEMDU*;feb-24;Población Económicamente Activa; 8.345.441 ; 5.434.802 ; 2.910.639 ; 4.872.230 ; 3.473.211 ;;;;;;;;;;;;
ENEMDU*;feb-24;Empleo; 7.991.736 ; 5.135.116 ; 2.856.621 ; 4.713.043 ; 3.278.693 ;;;;;;;;;;;;
ENEMDU*;feb-24;Empleo Adecuado/Pleno; 2.832.153 ; 2.354.669 ; 477.484 ; 1.911.966 ; 920.187 ;;;;;;;;;;;;
ENEMDU*;feb-24;Subempleo; 1.773.116 ; 1.138.587 ; 634.529 ; 1.222.278 ; 550.838 ;;;;;;;;;;;;
ENEMDU*;feb-24;Subempleo por insuficiencia de tiempo de trabajo; 1.688.953 ; 1.082.830 ; 606.124 ; 1.168.435 ; 520.519 ;;;;;;;;;;;;
ENEMDU*;feb-24;Subempleo por insuficiencia de ingresos; 84.163 ; 55.757 ; 28.406 ; 53.844 ; 30.319 ;;;;;;;;;;;;
ENEMDU*;feb-24;Empleo no remunerado; 931.088 ; 229.771 ; 701.318 ; 263.043 ; 668.046 ;;;;;;;;;;;;
ENEMDU*;feb-24;Otro Empleo no pleno; 2.428.341 ; 1.389.182 ; 1.039.159 ; 1.298.133 ; 1.130.208 ;;;;;;;;;;;;
ENEMDU*;feb-24;Empleo no clasificado; 27.038 ; 22.908 ; 4.130 ; 17.623 ; 9.415 ;;;;;;;;;;;;
ENEMDU*;feb-24;Desempleo; 353.705 ; 299.687 ; 54.018 ; 159.187 ; 194.517 ;;;;;;;;;;;;
ENEMDU*;feb-24;Desempleo Abierto; 322.082 ; 275.350 ; 46.733 ; 150.139 ; 171.944 ;;;;;;;;;;;;
ENEMDU*;feb-24;Desempleo Oculto; 31.622 ; 24.337 ; 7.285 ; 9.049 ; 22.574 ;;;;;;;;;;;;
ENEMDU*;feb-24;Desempleo Cesante; 252.495 ; 223.055 ; 29.440 ; 123.839 ; 128.656 ;;;;;;;;;;;;
ENEMDU*;feb-24;Desempleo Nuevo; 101.210 ; 76.632 ; 24.578 ; 35.349 ; 65.861 ;;;;;;;;;;;;
ENEMDU*;feb-24;Población Económicamente Inactiva; 4.813.670 ; 3.736.506 ; 1.077.164 ; 1.563.861 ; 3.249.809 ;;;;;;;;;;;;
ENEMDU*;mar-24;Población Total; 18.536.996 ; 12.637.407 ; 5.899.589 ; 9.072.751 ; 9.464.245 ;;;;;;;;;;;;
ENEMDU*;mar-24;Población menor de 15 años; 5.362.901 ; 3.455.685 ; 1.907.216 ; 2.629.314 ; 2.733.587 ;;;;;;;;;;;;
ENEMDU*;mar-24;Población en Edad de Trabajar (PET); 13.174.095 ; 9.181.722 ; 3.992.373 ; 6.443.437 ; 6.730.658 ;;;;;;;;;;;;
ENEMDU*;mar-24;Población Económicamente Activa; 8.529.124 ; 5.587.960 ; 2.941.164 ; 4.989.382 ; 3.539.742 ;;;;;;;;;;;;
ENEMDU*;mar-24;Empleo; 8.208.260 ; 5.297.740 ; 2.910.521 ; 4.817.290 ; 3.390.970 ;;;;;;;;;;;;
ENEMDU*;mar-24;Empleo Adecuado/Pleno; 2.937.706 ; 2.457.428 ; 480.278 ; 1.921.479 ; 1.016.227 ;;;;;;;;;;;;
ENEMDU*;mar-24;Subempleo; 1.728.586 ; 1.138.338 ; 590.247 ; 1.164.833 ; 563.753 ;;;;;;;;;;;;
ENEMDU*;mar-24;Subempleo por insuficiencia de tiempo de trabajo; 1.616.480 ; 1.084.521 ; 531.959 ; 1.077.246 ; 539.234 ;;;;;;;;;;;;
ENEMDU*;mar-24;Subempleo por insuficiencia de ingresos; 112.106 ; 53.817 ; 58.289 ; 87.586 ; 24.519 ;;;;;;;;;;;;
ENEMDU*;mar-24;Empleo no remunerado; 966.927 ; 225.426 ; 741.501 ; 281.212 ; 685.715 ;;;;;;;;;;;;
ENEMDU*;mar-24;Otro Empleo no pleno; 2.565.476 ; 1.468.424 ; 1.097.052 ; 1.444.002 ; 1.121.473 ;;;;;;;;;;;;
ENEMDU*;mar-24;Empleo no clasificado; 9.566 ; 8.123 ; 1.443 ; 5.764 ; 3.802 ;;;;;;;;;;;;
ENEMDU*;mar-24;Desempleo; 320.863 ; 290.220 ; 30.643 ; 172.092 ; 148.772 ;;;;;;;;;;;;
ENEMDU*;mar-24;Desempleo Abierto; 305.635 ; 277.005 ; 28.630 ; 165.229 ; 140.405 ;;;;;;;;;;;;
ENEMDU*;mar-24;Desempleo Oculto; 15.229 ; 13.216 ; 2.013 ; 6.863 ; 8.366 ;;;;;;;;;;;;
ENEMDU*;mar-24;Desempleo Cesante; 219.171 ; 204.937 ; 14.234 ; 108.886 ; 110.286 ;;;;;;;;;;;;
ENEMDU*;mar-24;Desempleo Nuevo; 101.692 ; 85.283 ; 16.409 ; 63.206 ; 38.486 ;;;;;;;;;;;;
ENEMDU*;mar-24;Población Económicamente Inactiva; 4.644.971 ; 3.593.762 ; 1.051.209 ; 1.454.055 ; 3.190.916 ;;;;;;;;;;;;
ENEMDU*;abr-24;Población Total; 18.557.974 ; 12.651.693 ; 5.906.281 ; 9.083.016 ; 9.474.958 ;;;;;;;;;;;;
ENEMDU*;abr-24;Población menor de 15 años; 5.368.982 ; 3.459.593 ; 1.909.389 ; 2.632.304 ; 2.736.678 ;;;;;;;;;;;;
ENEMDU*;abr-24;Población en Edad de Trabajar (PET); 13.188.992 ; 9.192.100 ; 3.996.892 ; 6.450.712 ; 6.738.280 ;;;;;;;;;;;;
ENEMDU*;abr-24;Población Económicamente Activa; 8.608.443 ; 5.592.772 ; 3.015.671 ; 5.029.421 ; 3.579.022 ;;;;;;;;;;;;
ENEMDU*;abr-24;Empleo; 8.316.846 ; 5.341.430 ; 2.975.417 ; 4.885.209 ; 3.431.637 ;;;;;;;;;;;;
ENEMDU*;abr-24;Empleo Adecuado/Pleno; 2.894.141 ; 2.410.852 ; 483.289 ; 1.954.833 ; 939.308 ;;;;;;;;;;;;
ENEMDU*;abr-24;Subempleo; 1.812.153 ; 1.150.111 ; 662.042 ; 1.196.044 ; 616.109 ;;;;;;;;;;;;
ENEMDU*;abr-24;Subempleo por insuficiencia de tiempo de trabajo; 1.716.143 ; 1.088.847 ; 627.296 ; 1.138.452 ; 577.690 ;;;;;;;;;;;;
ENEMDU*;abr-24;Subempleo por insuficiencia de ingresos; 96.010 ; 61.264 ; 34.746 ; 57.592 ; 38.419 ;;;;;;;;;;;;
ENEMDU*;abr-24;Empleo no remunerado; 978.103 ; 229.713 ; 748.390 ; 283.933 ; 694.170 ;;;;;;;;;;;;
ENEMDU*;abr-24;Otro Empleo no pleno; 2.621.732 ; 1.540.037 ; 1.081.696 ; 1.443.438 ; 1.178.294 ;;;;;;;;;;;;
ENEMDU*;abr-24;Empleo no clasificado; 10.717 ; 10.717 ;0; 6.961 ; 3.756 ;;;;;;;;;;;;
ENEMDU*;abr-24;Desempleo; 291.597 ; 251.342 ; 40.255 ; 144.212 ; 147.385 ;;;;;;;;;;;;
ENEMDU*;abr-24;Desempleo Abierto; 266.373 ; 230.522 ; 35.850 ; 130.815 ; 135.558 ;;;;;;;;;;;;
ENEMDU*;abr-24;Desempleo Oculto; 25.224 ; 20.819 ; 4.405 ; 13.397 ; 11.827 ;;;;;;;;;;;;
ENEMDU*;abr-24;Desempleo Cesante; 207.557 ; 179.897 ; 27.660 ; 109.688 ; 97.869 ;;;;;;;;;;;;
ENEMDU*;abr-24;Desempleo Nuevo; 84.039 ; 71.445 ; 12.594 ; 34.523 ; 49.516 ;;;;;;;;;;;;
ENEMDU*;abr-24;Población Económicamente Inactiva; 4.580.549 ; 3.599.328 ; 981.221 ; 1.421.291 ; 3.159.258 ;;;;;;;;;;;;
ENEMDU*;may-24;Población Total; 18.579.256 ; 12.666.202 ; 5.913.054 ; 9.093.437 ; 9.485.819 ;;;;;;;;;;;;
ENEMDU*;may-24;Población menor de 15 años; 5.375.136 ; 3.463.561 ; 1.911.575 ; 2.635.322 ; 2.739.814 ;;;;;;;;;;;;
ENEMDU*;may-24;Población en Edad de Trabajar (PET); 13.204.120 ; 9.202.641 ; 4.001.479 ; 6.458.115 ; 6.746.005 ;;;;;;;;;;;;
ENEMDU*;may-24;Población Económicamente Activa; 8.427.808 ; 5.561.644 ; 2.866.164 ; 4.968.722 ; 3.459.086 ;;;;;;;;;;;;
ENEMDU*;may-24;Empleo; 8.128.910 ; 5.304.250 ; 2.824.660 ; 4.819.464 ; 3.309.446 ;;;;;;;;;;;;
ENEMDU*;may-24;Empleo Adecuado/Pleno; 2.816.152 ; 2.346.439 ; 469.713 ; 1.889.087 ; 927.065 ;;;;;;;;;;;;
ENEMDU*;may-24;Subempleo; 1.942.744 ; 1.225.611 ; 717.133 ; 1.326.543 ; 616.201 ;;;;;;;;;;;;
ENEMDU*;may-24;Subempleo por insuficiencia de tiempo de trabajo; 1.821.041 ; 1.154.624 ; 666.417 ; 1.236.831 ; 584.209 ;;;;;;;;;;;;
ENEMDU*;may-24;Subempleo por insuficiencia de ingresos; 121.703 ; 70.987 ; 50.716 ; 89.712 ; 31.992 ;;;;;;;;;;;;
ENEMDU*;may-24;Empleo no remunerado; 869.022 ; 234.327 ; 634.695 ; 209.912 ; 659.110 ;;;;;;;;;;;;
ENEMDU*;may-24;Otro Empleo no pleno; 2.493.787 ; 1.491.878 ; 1.001.909 ; 1.387.878 ; 1.105.909 ;;;;;;;;;;;;
ENEMDU*;may-24;Empleo no clasificado; 7.205 ; 5.995 ;1210; 6.044 ; 1.161 ;;;;;;;;;;;;
ENEMDU*;may-24;Desempleo; 298.898 ; 257.394 ; 41.504 ; 149.257 ; 149.641 ;;;;;;;;;;;;
ENEMDU*;may-24;Desempleo Abierto; 275.272 ; 240.243 ; 35.029 ; 136.163 ; 139.109 ;;;;;;;;;;;;
ENEMDU*;may-24;Desempleo Oculto; 23.626 ; 17.151 ; 6.475 ; 13.094 ; 10.532 ;;;;;;;;;;;;
ENEMDU*;may-24;Desempleo Cesante; 197.880 ; 174.671 ; 23.209 ; 111.768 ; 86.112 ;;;;;;;;;;;;
ENEMDU*;may-24;Desempleo Nuevo; 101.018 ; 82.723 ; 18.295 ; 37.489 ; 63.529 ;;;;;;;;;;;;
ENEMDU*;may-24;Población Económicamente Inactiva; 4.776.312 ; 3.640.997 ; 1.135.315 ; 1.489.393 ; 3.286.919 ;;;;;;;;;;;;
ENEMDU*;jun-24;Población Total; 18.600.312 ; 12.680.555 ; 5.919.757 ; 9.103.737 ; 9.496.575 ;;;;;;;;;;;;
ENEMDU*;jun-24;Población menor de 15 años; 5.381.231 ; 3.467.486 ; 1.913.745 ; 2.638.308 ; 2.742.923 ;;;;;;;;;;;;
ENEMDU*;jun-24;Población en Edad de Trabajar (PET); 13.219.081 ; 9.213.069 ; 4.006.012 ; 6.465.429 ; 6.753.652 ;;;;;;;;;;;;
ENEMDU*;jun-24;Población Económicamente Activa; 8.680.135 ; 5.632.189 ; 3.047.946 ; 5.043.760 ; 3.636.375 ;;;;;;;;;;;;
ENEMDU*;jun-24;Empleo; 8.407.861 ; 5.398.939 ; 3.008.921 ; 4.906.126 ; 3.501.735 ;;;;;;;;;;;;
ENEMDU*;jun-24;Empleo Adecuado/Pleno; 3.074.822 ; 2.542.431 ; 532.391 ; 2.051.945 ; 1.022.877 ;;;;;;;;;;;;
ENEMDU*;jun-24;Subempleo; 1.729.715 ; 1.128.566 ; 601.149 ; 1.093.049 ; 636.666 ;;;;;;;;;;;;
ENEMDU*;jun-24;Subempleo por insuficiencia de tiempo de trabajo; 1.626.314 ; 1.066.433 ; 559.880 ; 1.024.547 ; 601.766 ;;;;;;;;;;;;
ENEMDU*;jun-24;Subempleo por insuficiencia de ingresos; 103.401 ; 62.132 ; 41.269 ; 68.501 ; 34.900 ;;;;;;;;;;;;
ENEMDU*;jun-24;Empleo no remunerado; 973.842 ; 221.170 ; 752.672 ; 279.604 ; 694.237 ;;;;;;;;;;;;
ENEMDU*;jun-24;Otro Empleo no pleno; 2.620.684 ; 1.500.955 ; 1.119.729 ; 1.477.084 ; 1.143.600 ;;;;;;;;;;;;
ENEMDU*;jun-24;Empleo no clasificado; 8.798 ; 5.818 ; 2.980 ; 4.443 ; 4.355 ;;;;;;;;;;;;
ENEMDU*;jun-24;Desempleo; 272.275 ; 233.250 ; 39.025 ; 137.634 ; 134.641 ;;;;;;;;;;;;
ENEMDU*;jun-24;Desempleo Abierto; 252.251 ; 221.780 ; 30.471 ; 125.535 ; 126.716 ;;;;;;;;;;;;
ENEMDU*;jun-24;Desempleo Oculto; 20.024 ; 11.470 ; 8.554 ; 12.099 ; 7.925 ;;;;;;;;;;;;
ENEMDU*;jun-24;Desempleo Cesante; 191.927 ; 168.548 ; 23.379 ; 98.934 ; 92.993 ;;;;;;;;;;;;
ENEMDU*;jun-24;Desempleo Nuevo; 80.348 ; 64.702 ; 15.646 ; 38.700 ; 41.648 ;;;;;;;;;;;;
ENEMDU*;jun-24;Población Económicamente Inactiva; 4.538.946 ; 3.580.880 ; 958.066 ; 1.421.669 ; 3.117.277 ;;;;;;;;;;;;
ENEMDU*;jul-24;Población Total; 18.621.413 ; 12.694.939 ; 5.926.474 ; 9.114.067 ; 9.507.346 ;;;;;;;;;;;;
ENEMDU*;jul-24;Población menor de 15 años; 5.387.335 ; 3.471.419 ; 1.915.916 ; 2.641.301 ; 2.746.034 ;;;;;;;;;;;;
ENEMDU*;jul-24;Población en Edad de Trabajar (PET); 13.234.078 ; 9.223.520 ; 4.010.558 ; 6.472.766 ; 6.761.312 ;;;;;;;;;;;;
ENEMDU*;jul-24;Población Económicamente Activa; 8.682.533 ; 5.731.522 ; 2.951.011 ; 5.069.153 ; 3.613.380 ;;;;;;;;;;;;
ENEMDU*;jul-24;Empleo; 8.359.158 ; 5.452.904 ; 2.906.254 ; 4.927.519 ; 3.431.640 ;;;;;;;;;;;;
ENEMDU*;jul-24;Empleo Adecuado/Pleno; 3.027.054 ; 2.522.570 ; 504.484 ; 2.064.690 ; 962.364 ;;;;;;;;;;;;
ENEMDU*;jul-24;Subempleo; 1.732.215 ; 1.150.717 ; 581.498 ; 1.147.628 ; 584.587 ;;;;;;;;;;;;
ENEMDU*;jul-24;Subempleo por insuficiencia de tiempo de trabajo; 1.630.532 ; 1.100.302 ; 530.230 ; 1.073.650 ; 556.882 ;;;;;;;;;;;;
ENEMDU*;jul-24;Subempleo por insuficiencia de ingresos; 101.683 ; 50.416 ; 51.267 ; 73.979 ; 27.704 ;;;;;;;;;;;;
ENEMDU*;jul-24;Empleo no remunerado; 995.508 ; 241.705 ; 753.803 ; 315.142 ; 680.366 ;;;;;;;;;;;;
ENEMDU*;jul-24;Otro Empleo no pleno; 2.596.235 ; 1.530.503 ; 1.065.732 ; 1.393.157 ; 1.203.078 ;;;;;;;;;;;;
ENEMDU*;jul-24;Empleo no clasificado; 8.146 ; 7.409 ; 737 ; 6.901 ; 1.245 ;;;;;;;;;;;;
ENEMDU*;jul-24;Desempleo; 323.375 ; 278.618 ; 44.756 ; 141.635 ; 181.740 ;;;;;;;;;;;;
ENEMDU*;jul-24;Desempleo Abierto; 294.846 ; 257.693 ; 37.153 ; 132.111 ; 162.735 ;;;;;;;;;;;;
ENEMDU*;jul-24;Desempleo Oculto; 28.529 ; 20.925 ; 7.604 ; 9.524 ; 19.005 ;;;;;;;;;;;;
ENEMDU*;jul-24;Desempleo Cesante; 238.349 ; 209.129 ; 29.220 ; 100.707 ; 137.642 ;;;;;;;;;;;;
ENEMDU*;jul-24;Desempleo Nuevo; 85.026 ; 69.489 ; 15.536 ; 40.928 ; 44.098 ;;;;;;;;;;;;
ENEMDU*;jul-24;Población Económicamente Inactiva; 4.551.545 ; 3.491.998 ; 1.059.548 ; 1.403.613 ; 3.147.932 ;;;;;;;;;;;;
ENEMDU*;ago-24;Población Total; 18.642.527 ; 12.709.339 ; 5.933.188 ; 9.124.399 ; 9.518.128 ;;;;;;;;;;;;
ENEMDU*;ago-24;Población menor de 15 años; 5.393.443 ; 3.475.357 ; 1.918.086 ; 2.644.296 ; 2.749.147 ;;;;;;;;;;;;
ENEMDU*;ago-24;Población en Edad de Trabajar (PET); 13.249.084 ; 9.233.982 ; 4.015.102 ; 6.480.103 ; 6.768.981 ;;;;;;;;;;;;
ENEMDU*;ago-24;Población Económicamente Activa; 8.607.462 ; 5.627.632 ; 2.979.831 ; 5.047.785 ; 3.559.677 ;;;;;;;;;;;;
ENEMDU*;ago-24;Empleo; 8.263.468 ; 5.327.402 ; 2.936.066 ; 4.914.541 ; 3.348.926 ;;;;;;;;;;;;
ENEMDU*;ago-24;Empleo Adecuado/Pleno; 2.956.130 ; 2.414.477 ; 541.653 ; 1.994.731 ; 961.400 ;;;;;;;;;;;;
ENEMDU*;ago-24;Subempleo; 1.829.470 ; 1.191.283 ; 638.187 ; 1.177.263 ; 652.206 ;;;;;;;;;;;;
ENEMDU*;ago-24;Subempleo por insuficiencia de tiempo de trabajo; 1.743.340 ; 1.147.928 ; 595.412 ; 1.110.916 ; 632.424 ;;;;;;;;;;;;
ENEMDU*;ago-24;Subempleo por insuficiencia de ingresos; 86.130 ; 43.355 ; 42.774 ; 66.348 ; 19.782 ;;;;;;;;;;;;
ENEMDU*;ago-24;Empleo no remunerado; 892.449 ; 215.015 ; 677.434 ; 263.381 ; 629.068 ;;;;;;;;;;;;
ENEMDU*;ago-24;Otro Empleo no pleno; 2.571.208 ; 1.493.181 ; 1.078.027 ; 1.469.161 ; 1.102.047 ;;;;;;;;;;;;
ENEMDU*;ago-24;Empleo no clasificado; 14.211 ; 13.446 ; 765 ; 10.005 ; 4.206 ;;;;;;;;;;;;
ENEMDU*;ago-24;Desempleo; 343.995 ; 300.230 ; 43.765 ; 133.244 ; 210.751 ;;;;;;;;;;;;
ENEMDU*;ago-24;Desempleo Abierto; 322.177 ; 283.177 ; 39.000 ; 127.105 ; 195.072 ;;;;;;;;;;;;
ENEMDU*;ago-24;Desempleo Oculto; 21.818 ; 17.053 ; 4.765 ; 6.139 ; 15.679 ;;;;;;;;;;;;
ENEMDU*;ago-24;Desempleo Cesante; 250.896 ; 220.487 ; 30.408 ; 110.115 ; 140.780 ;;;;;;;;;;;;
ENEMDU*;ago-24;Desempleo Nuevo; 93.099 ; 79.742 ; 13.357 ; 23.128 ; 69.971 ;;;;;;;;;;;;
ENEMDU*;ago-24;Población Económicamente Inactiva; 4.641.622 ; 3.606.350 ; 1.035.271 ; 1.432.318 ; 3.209.304 ;;;;;;;;;;;;
ENEMDU*;sep-24;Población Total; 18.663.668 ; 12.723.749 ; 5.939.919 ; 9.134.748 ; 9.528.921 ;;;;;;;;;;;;
ENEMDU*;sep-24;Población menor de 15 años; 5.399.561 ; 3.479.298 ; 1.920.263 ; 2.647.297 ; 2.752.264 ;;;;;;;;;;;;
ENEMDU*;sep-24;Población en Edad de Trabajar (PET); 13.264.107 ; 9.244.451 ; 4.019.656 ; 6.487.451 ; 6.776.656 ;;;;;;;;;;;;
ENEMDU*;sep-24;Población Económicamente Activa; 8.731.106 ; 5.707.049 ; 3.024.057 ; 5.060.845 ; 3.670.261 ;;;;;;;;;;;;
ENEMDU*;sep-24;Empleo; 8.408.857 ; 5.425.141 ; 2.983.716 ; 4.920.893 ; 3.487.964 ;;;;;;;;;;;;
ENEMDU*;sep-24;Empleo Adecuado/Pleno; 3.155.113 ; 2.569.004 ; 586.109 ; 2.142.425 ; 1.012.688 ;;;;;;;;;;;;
ENEMDU*;sep-24;Subempleo; 1.849.048 ; 1.182.134 ; 666.914 ; 1.172.239 ; 676.809 ;;;;;;;;;;;;
ENEMDU*;sep-24;Subempleo por insuficiencia de tiempo de trabajo; 1.736.411 ; 1.141.645 ; 594.766 ; 1.099.892 ; 636.519 ;;;;;;;;;;;;
ENEMDU*;sep-24;Subempleo por insuficiencia de ingresos; 112.637 ; 40.489 ; 72.147 ; 72.347 ; 40.289 ;;;;;;;;;;;;
ENEMDU*;sep-24;Empleo no remunerado; 954.343 ; 207.413 ; 746.930 ; 294.909 ; 659.434 ;;;;;;;;;;;;
ENEMDU*;sep-24;Otro Empleo no pleno; 2.429.177 ; 1.451.370 ; 977.807 ; 1.299.536 ; 1.129.641 ;;;;;;;;;;;;
ENEMDU*;sep-24;Empleo no clasificado; 21.177 ; 15.220 ; 5.957 ; 11.784 ; 9.393 ;;;;;;;;;;;;
ENEMDU*;sep-24;Desempleo; 322.249 ; 281.908 ; 40.341 ; 139.953 ; 182.296 ;;;;;;;;;;;;
ENEMDU*;sep-24;Desempleo Abierto; 301.380 ; 268.247 ; 33.134 ; 131.534 ; 169.847 ;;;;;;;;;;;;
ENEMDU*;sep-24;Desempleo Oculto; 20.868 ; 13.661 ; 7.207 ; 8.419 ; 12.450 ;;;;;;;;;;;;
ENEMDU*;sep-24;Desempleo Cesante; 223.801 ; 205.491 ; 18.310 ; 103.595 ; 120.206 ;;;;;;;;;;;;
ENEMDU*;sep-24;Desempleo Nuevo; 98.448 ; 76.417 ; 22.031 ; 36.358 ; 62.090 ;;;;;;;;;;;;
ENEMDU*;sep-24;Población Económicamente Inactiva; 4.533.001 ; 3.537.402 ; 995.599 ; 1.426.605 ; 3.106.396 ;;;;;;;;;;;;
ENEMDU*;oct-24;Población Total; 18.684.844 ; 12.738.184 ; 5.946.660 ; 9.145.113 ; 9.539.731 ;;;;;;;;;;;;
ENEMDU*;oct-24;Población menor de 15 años; 5.405.690 ; 3.483.246 ; 1.922.444 ; 2.650.303 ; 2.755.387 ;;;;;;;;;;;;
ENEMDU*;oct-24;Población en Edad de Trabajar (PET); 13.279.154 ; 9.254.938 ; 4.024.216 ; 6.494.810 ; 6.784.344 ;;;;;;;;;;;;
ENEMDU*;oct-24;Población Económicamente Activa; 8.421.281 ; 5.570.990 ; 2.850.291 ; 5.027.431 ; 3.393.850 ;;;;;;;;;;;;
ENEMDU*;oct-24;Empleo; 8.123.455 ; 5.309.181 ; 2.814.274 ; 4.887.855 ; 3.235.600 ;;;;;;;;;;;;
ENEMDU*;oct-24;Empleo Adecuado/Pleno; 2.972.172 ; 2.467.714 ; 504.458 ; 2.020.907 ; 951.265 ;;;;;;;;;;;;
ENEMDU*;oct-24;Subempleo; 1.788.229 ; 1.176.599 ; 611.630 ; 1.196.184 ; 592.045 ;;;;;;;;;;;;
ENEMDU*;oct-24;Subempleo por insuficiencia de tiempo de trabajo; 1.725.099 ; 1.145.011 ; 580.089 ; 1.151.013 ; 574.086 ;;;;;;;;;;;;
ENEMDU*;oct-24;Subempleo por insuficiencia de ingresos; 63.130 ; 31.588 ; 31.542 ; 45.171 ; 17.959 ;;;;;;;;;;;;
ENEMDU*;oct-24;Empleo no remunerado; 792.862 ; 214.551 ; 578.311 ; 240.578 ; 552.284 ;;;;;;;;;;;;
ENEMDU*;oct-24;Otro Empleo no pleno; 2.561.480 ; 1.441.833 ; 1.119.647 ; 1.424.705 ; 1.136.775 ;;;;;;;;;;;;
ENEMDU*;oct-24;Empleo no clasificado; 8.711 ; 8.483 ; 228 ; 5.481 ; 3.230 ;;;;;;;;;;;;
ENEMDU*;oct-24;Desempleo; 297.826 ; 261.809 ; 36.017 ; 139.576 ; 158.250 ;;;;;;;;;;;;
ENEMDU*;oct-24;Desempleo Abierto; 283.604 ; 249.830 ; 33.774 ; 133.532 ; 150.072 ;;;;;;;;;;;;
ENEMDU*;oct-24;Desempleo Oculto; 14.222 ; 11.980 ; 2.242 ; 6.044 ; 8.179 ;;;;;;;;;;;;
ENEMDU*;oct-24;Desempleo Cesante; 216.633 ; 191.071 ; 25.561 ; 103.303 ; 113.329 ;;;;;;;;;;;;
ENEMDU*;oct-24;Desempleo Nuevo; 81.194 ; 70.738 ; 10.455 ; 36.273 ; 44.921 ;;;;;;;;;;;;
ENEMDU*;oct-24;Población Económicamente Inactiva; 4.857.873 ; 3.683.948 ; 1.173.925 ; 1.467.379 ; 3.390.494 ;;;;;;;;;;;;
ENEMDU*;nov-24;Población Total; 18.706.022 ; 12.752.618 ; 5.953.404 ; 9.155.477 ; 9.550.545 ;;;;;;;;;;;;
ENEMDU*;nov-24;Población menor de 15 años; 5.411.812 ; 3.487.189 ; 1.924.623 ; 2.653.305 ; 2.758.507 ;;;;;;;;;;;;
ENEMDU*;nov-24;Población en Edad de Trabajar (PET); 13.294.210 ; 9.265.429 ; 4.028.781 ; 6.502.172 ; 6.792.038 ;;;;;;;;;;;;
